"Transaction never expires, and you won't be able to void it even if the recipient doesn't credit the transaction","Transakcja nigdy nie wygaśnie i nie będziesz mógł jej unieważnić nawet jeżeli odbiorca nie odbierze transakcji","PreviewTransaction"
"in %{time_span}","","PreviewTransaction"
"You're sending","Wysyłasz","PreviewTransaction"
"Transaction sent","Transakcja wysłana","PreviewTransaction"
"Error sending transaction","","PreviewTransaction"
"Enter your PIN to confirm","","PreviewTransaction"
"Sending transaction...","","PreviewTransaction"
"Send transaction","Wyślij transakcję","PreviewTransaction"
"Select backup directory","Wybierz miejsce na kopię zapasowa","Settings.Application"
"Backup directory","Miejsce na kopie zapasową","Settings.Application"
"Browse","Przeglądaj","Settings.Application"
"Turn module open source policy on?","Włączyć politykę otwartego źródłowego modułu?","Settings.Application"
"All modules without open source verifications, possibly including your own under-development modules, will become invalid. Wallet must be refreshed for the change to take effect.","Wszystkie moduły bez walidacji otwartości kodu, włącznie z Twoimi właśnie rozwijanymi, staną się nieważne. Portfel musi zostać odświeżony aby zmiany odniosły skutek.","Settings.Application"
"Turn module open source policy off?","Wyłączyć politykę otwartego źródłowego modułu?","Settings.Application"
"This is only for module developers and can be dangerous for
            regular users. Please make sure you know what you are doing!","","Settings.Application"
"It would be much easier for a closed source module to hide
            malicious code than for an open source one. Therefore, in case you
            still want to disable this setting, it is highly recommended that
            you only install and run closed source modules that you are
            developing yourself.","","Settings.Application"
"Turn policy off","Wyłącz politykę","Settings.Application"
"Keep policy on","Pozostaw politykę włączoną","Settings.Application"
"Are you sure you want to disable auto update?","Czy na pewno chcesz wyłączyć automatyczną aktualizacje?","Settings.Application"
"Keeping your wallet up-to-date is important for your security and will ensure that you get the best possible user experience.","Aktualizowanie Twojego portfela jest ważne ze względów bezpieczeństwa oraz zapewni Ci komfort użytkownika.","Settings.Application"
"Keep auto update On","Zostaw włączoną autoaktualizacje","Settings.Application"
"Turn auto update Off","Wyłącz automatyczną aktualizację","Settings.Application"
"Minimize on close","Zminimalizować przy zamknięciu","Settings.Application"
"Minimize the wallet when closing the window instead of closing it.","Zminimalizuj portfel podczas zamykania okna zamiast go zamykać.","Settings.Application"
"Open on startup","","Settings.Application"
"Open the wallet when ever the OS starts.","","Settings.Application"
"Auto update (Recommended)","Automatyczna Aktualizacja (Rekomendowane)","Settings.Application"
"Automatically check for new versions and notify if a new version is available.","Automatycznie sprawdzaj nową wersje i powiadom mnie jeśli nowa wersja będzie dostępna.","Settings.Application"
"Allow Pre-releases","","Settings.Application"
"Accept pre-release versions (e.g. alpha, beta) when checking for updates.","","Settings.Application"
"Send anonymous usage data","Wyślij anonimowe dane dotyczące użytkownika","Settings.Application"
"Send anonymous usage data to allow the Nexus developers to improve the wallet.","Wyślij anonimowe dane użytkownika w celu umożliwienia developerom Nexusa usprawniena portfela.","Settings.Application"
"Base currency","Waluta bazowa","Settings.Application"
"Developer mode","Tryb Developera","Settings.Application"
"Development mode enables advanced features to aid in development. After enabling the wallet must be closed and reopened to enable those features.","Tryb Developerski uruchamia zaawansowane funkcje pomocne w rozwoju. Po uruchomieniu go, portfel należy zamknąć i ponownie go otworzyć aby można było korzystać z tych funkcji.","Settings.Application"
"Module open source policy","Moduł open source policy","Settings.Application"
"Only modules which have valid open source repositories are allowed to be installed and run. You can disable this option to test run the modules that you're developing","Tylko moduły które mają aktualne open source repozytoria są dopuszczane do instalacji.Możesz wyłączyć tą opcję w celu przetestowania modułów które sam tworzysz","Settings.Application"
"Allow SymLink","Zezwalaj na SymLink","Settings.Application"
"Allow the presence of SymLinks in the module directory","Zezwalaj na obecność SymLinks w katalogu modułu","Settings.Application"
"Switch language?","","Settings.Application"
"Translations for %{language} are contributed by our amazing community members","","Settings.Application"
"Switch to %{language}","","Settings.Application"
"Cancel","Cofnij","Settings.Application"
"Language","Język","Settings.Application"
"Verbose level","","Settings.Core"
"Verbose level for logs.","","Settings.Core"
"Core Data Directory","","Settings.Core"
"Where the blockchain data and your legacy wallet.dat are stored","","Settings.Core"
"Clear peer connections","Wyczyść połączenia peerów","Settings.Core"
"Clear all stored peer connections and restart Nexus","","Settings.Core"
"Clear","","Settings.Core"
"Lite mode","","Settings.Core"
"Nexus Core under lite mode runs lighter and synchronize much faster, but you will <b>NOT</b> be able to stake, mine, or switch the wallet to Legacy Mode.","","Settings.Core"
"Disabled when Multi-user mode is on","","Settings.Core"
"Resync database","","Settings.Core"
"Delete lite mode database and resynchronize from the beginning","","Settings.Core"
"Resynchronize","","Settings.Core"
"Multi-user","","Settings.Core"
"Allow multiple logged in users at the same time. Mining and staking will be unavailable.","","Settings.Core"
"Disabled when Lite mode is on","","Settings.Core"
"Enable staking","Zezwól na staking","Settings.Core"
"Enable/Disable staking on the wallet.","Włącz/Wyłącz staking na portfelu.","Settings.Core"
"Disabled when either Lite mode or Multi-user mode is on","","Settings.Core"
"Enable mining","Zezwól na Mining","Settings.Core"
"Enable/Disable mining to the wallet.","Włącz/Wyłącz mining na portfelu.","Settings.Core"
"Mining IP Whitelist","Biała lista IP górnictwa","Settings.Core"
"IP/Ports allowed to mine to. Separate by <b>;</b> . Wildcards supported only in IP","","Settings.Core"
"Safe Mode","","Settings.Core"
"Enables NextHash verification to protect against corruption, but adds computation time.","","Settings.Core"
"Are you sure you want to disable Safe Mode","","Settings.Core"
"Testnet Iteration","","Settings.Core"
"The iteration of Testnet to connect to. Leave it blank to connect to mainnet.","","Settings.Core"
"Private testnet","","Settings.Core"
"Private testnet runs locally on your machine","","Settings.Core"
"API SSL Port","","Settings.Core"
"Nexus API server SSL Port","","Settings.Core"
"Use non-SSL Ports","","Settings.Core"
"Connect to Nexus Core using non-SSL Ports (less secured)","","Settings.Core"
"API non-SSL Port","","Settings.Core"
"Nexus API server non-SSL Port","","Settings.Core"
"Advanced","","Settings.Core"
"Allow advanced core options","","Settings.Core"
"Core Flags","","Settings.Core"
"Pass these flags to the core on start","","Settings.Core"
"Reload transaction history","Odśwież historię transakcji","Settings.Core"
"Nexus Core will be restarted. Lite mode database will be deleted and resynchronized from the beginning.","","Settings.Core"
"Exit remote Core mode?","","Settings.Core"
"(This will restart your Core)","(Core zostanie zrestartowany)","Settings.Core"
"Enter remote Core mode?","","Settings.Core"
"(Remote core will continue to run, but internal core will restart)","","Settings.Core"
"Core settings saved","Core ustawienia zapisane","Settings.Core"
"Restarting Core...","","Settings.Core"
"Error saving settings","","Settings.Core"
"Embedded Core","","Settings.Core"
"Remote Core","","Settings.Core"
"Restart Core for these changes to take effect","","Settings.Core"
"Save settings","","Settings.Core"
"IP address","Adres IP","Settings.Core"
"Remote Core IP address","","Settings.Core"
"API SSL","","Settings.Core"
"Use SSL for API calls","","Settings.Core"
"API Username","","Settings.Core"
"Nexus API server Username","","Settings.Core"
"API Password","","Settings.Core"
"Nexus API server Password","","Settings.Core"
"Log out on close","","Settings.Core"
"Log out of all users before closing the wallet","","Settings.Core"
"Settings","Ustawienia","Settings"
"Application","Aplikacja","Settings"
"Core","Core","Settings"
"Style","Styl","Settings"
"Modules","Moduły","Settings"
"Select development module directory","","Settings.Modules"
"Your module is still in development? <link>Add a development module</link>","","Settings.Modules"
"Select module archive file","Wybierz plik archiwum modułu","Settings.Modules"
"Select module directory","Wybierz katalog modułu","Settings.Modules"
"Add Module","Dodaj moduł","Settings.Modules"
"Checking module","Sprawdzanie modułu","Settings.Modules"
"Drop here to install","Upuść tutaj, aby zainstalować","Settings.Modules"
"Select module's <file>archive file</file> or <dir>directory</dir>","","Settings.Modules"
"or drag and drop it here","","Settings.Modules"
"Developed by Nexus","","Settings.Modules"
"Installed modules","","Settings.Modules"
"Failed to load %{moduleName}","","Settings.Modules"
"No modules have been installed","","Settings.Modules"
"Disable %{moduleName}?","Wyłączyć %{moduleName}?","Settings.Modules"
"Wallet will be automatically refreshed for the change to take effect","","Settings.Modules"
"Enable %{moduleName}?","Włączyć %{moduleName}?","Settings.Modules"
"This module was built for an incompatible wallet version","","Settings.Modules"
"Module is not open source","","Settings.Modules"
"The provided repository is not verified to be the real source code of this module","","Settings.Modules"
"%{version} update available","","Settings.Modules"
"development","","Settings.Modules"
"Cancel download","","Settings.Modules"
"Downloading %{percentage}%...","","Settings.Modules"
"Install","","Settings.Modules"
"Failed to load module","","Settings.Modules"
"Overwrite module?","Nadpisać moduł?","Settings.Modules"
"A module with the same directory name already exists","Moduł z taką samą nazwą katalogu już istnieje","Settings.Modules"
"Module has been successfully installed","Moduł został pomyślnie zainstalowany","Settings.Modules"
"The wallet will now be refreshed for the new module to take effect","","Settings.Modules"
"Failed to install module","","Settings.Modules"
"Cannot find module","Moduł nie odnaleziony","Settings.Modules"
"Unsupported file type","Nieobsługiwany typ pliku","Settings.Modules"
"Cannot install from this location","","Settings.Modules"
"Directory has already been added","","Settings.Modules"
"Failed to load development module","","Settings.Modules"
"A module with the same name already exists","","Settings.Modules"
"Development module has been added","","Settings.Modules"
"Cannot find module archive file among assets","","Settings.Modules"
"Error downloading module","","Settings.Modules"
"Module Details","Szczegóły modułu","ModuleDetails"
"Module name","Nazwa modułu","ModuleDetails"
"Display name","Nazwa wyświetlana","ModuleDetails"
"Module type","Typ modułu","ModuleDetails"
"Description","Opis","ModuleDetails"
"Author","Autor","ModuleDetails"
"Source code","Kod źródłowy","ModuleDetails"
"Visit repository","","ModuleDetails"
"Cancel download","","ModuleDetails"
"Downloading %{percentage}%...","","ModuleDetails"
"Install","","ModuleDetails"
"Remove module","","ModuleDetails"
"in development","","ModuleDetails"
"Entry","","ModuleDetails"
"Version","Wersja","ModuleDetails"
"Target wallet version","","ModuleDetails"
"incompatible","","ModuleDetails"
"This module is developed by Nexus","Ten moduł został stworzony przez Nexus","ModuleDetails"
"This repository does not exist or is private","To repozytorium nie istnieje lub jest prywatne","ModuleDetails"
"This repository is not verified to be the real source code of this module","","ModuleDetails"
"Module hash","Hash modułu","ModuleDetails"
"Update to %{version}","","ModuleDetails"
"View the release","","ModuleDetails"
"Open App","","ModuleDetails"
"Module is disallowed","","ModuleDetails"
"Installing Module...","Instalowanie modułu...","ModuleDetails"
"Install Module","Zainstaluj moduł","ModuleDetails"
"Warning: This module is written by a third party, Nexus is NOT
              responsible for its quality or legitimacy. Please make sure to do
              your due diligence before installing third party modules and use
              them with your own risk.","","ModuleDetails"
"Select wallpaper","","Settings.Style"
"Starry night","","Settings.Style"
"Cosmic light","Kosmiczne światła","Settings.Style"
"Nexus.io","","Settings.Style"
"Custom wallpaper","Tapeta niestandardowa","Settings.Style"
"Select a custom wallpaper","Wybierz tapetę niestandardową","Settings.Style"
"Select custom theme file","Wybierz niestandardowy plik motywu","Settings.Style"
"Theme exported","Motyw został wyexportowany","Settings.Style"
"Render globe","","Settings.Style"
"Render the globe on the Overview page.","Render the globe na Stronie Głownej.","Settings.Style"
"Your computer does not support OPENGL 2.0","Twój komputer nie wspiera OPENGL 2.0","Settings.Style"
"Overview Display","Widok ogólny","Settings.Style"
"Hide Overview balances","","Settings.Style"
"Hide the balances on the Overview page for privacy.","","Settings.Style"
"Nexus Addresses format","Format adresów Nexus","Settings.Style"
"Choose your Nexus Address display preference","Wybierz preferowany format wyświetlania adresów Nexus","Settings.Style"
"Sample Address","Przykładowy adres","Settings.Style"
"Wallet theme","","Settings.Style"
"Background","Tło","Settings.Style"
"Customize your background wallpaper","Dostosuj tapetę w tle","Settings.Style"
"Color scheme","Schemat kolorów","Settings.Style"
"Background Color","Kolor Tła","Settings.Style"
"Foreground Color","Kolor pierwszego planu","Settings.Style"
"Primary Color","Kolor Podstawowy","Settings.Style"
"Primary Color Accent","Podstawowy Kolor Akcentu","Settings.Style"
"Danger Color","Kolor ostrzeżeń","Settings.Style"
"Danger Color Accent","Kolor akcentu ostrzeżeń","Settings.Style"
"Globe Color","Kolor Globu","Settings.Style"
"Globe Pillar Color","Kolor Filaru Globu","Settings.Style"
"Globe Arch Color","Kolor Łuku Globu","Settings.Style"
"Import custom theme","Importuj niestandardowy motyw","Settings.Style"
"Export custom theme","Eksportuj motyw niestandardowy","Settings.Style"
"Dark","Ciemny","Settings.Style"
"Light","Jasny","Settings.Style"
"Custom","Niestandardowy","Settings.Style"
"Console","Konsola","Console"
"Core output","Core output (wyjście)","Console"
"CLI syntax","","Console.NexusAPI"
"URL syntax","","Console.NexusAPI"
"Execute","Wykonaj","Console.NexusAPI"
"API Documentation","Dokumentacja API","Console.NexusAPI"
"Clear","","Console.NexusAPI"
"Core is in Manual Mode","Core w trybie manualnym","Console.CoreOutput"
"NXS balances","","Transactions.Balances"
"Total","","Transactions.Balances"
"Available","","Transactions.Balances"
"The current balance across all NXS accounts that is available to be spent","","Transactions.Balances"
"Stake","Stawka","Transactions.Balances"
"The amount of NXS currently staked in the trust account","Kwota NXS aktualnie na koncie trust","Transactions.Balances"
"Unclaimed","","Transactions.Balances"
"The sum of all debit and coinbase transactions made to your NXS accounts that are confirmed but have not yet been credited. This does NOT include immature and unconfirmed amounts","","Transactions.Balances"
"Unconfirmed","","Transactions.Balances"
"The sum of all debit transactions made to your NXS accounts that are not confirmed, or credits you have made to your accounts that are not yet confirmed (not yet included in a block)","Suma wszystkich transakcji debetowych dokonanych na twoich kontach NXS, które nie zostały potwierdzone, lub kredyty dokonane na konta, które nie zostały jeszcze potwierdzone (nie są jeszcze uwzględnione w bloku)","Transactions.Balances"
"Immature","Niedojrzała","Transactions.Balances"
"The sum of all coinbase transactions that have not yet reached maturity","Suma wszystkich transakcji na podstawie monet, które nie osiągnęły jeszcze dojrzałości","Transactions.Balances"
"%{token_name} balances","","Transactions.Balances"
"Legacy transaction","","Transactions"
"Coinbase transaction","","Transactions"
"View contract details","","Transactions"
"View transaction details","","Transactions"
"All","Wszystko","Transactions"
"Past Year","Ostatni Rok","Transactions"
"Past Month","Ostatni Miesiac","Transactions"
"Past Week","Ostatni Tydzien","Transactions"
"Address","Adres","Transactions"
"Search for account/token address","","Transactions"
"Select an address","","Transactions"
"Time span","Okres","Transactions"
"Operation","","Transactions"
"Transactions","Transakcje","Transactions"
"Loading transactions...","","Transactions"
"Failed to load transactions","","Transactions"
"Previous","Poprzednie","Transactions"
"Page <page></page>","","Transactions"
"Next","Nastepne","Transactions"
"Accounts","Konta","SelectAddress"
"Unnamed account","Konto bez nazwy","SelectAddress"
"Tokens","Tokeny","SelectAddress"
"Contacts","","SelectAddress"
"My address for %{name}","Mój adress dla %{name}","SelectAddress"
"%{name}'s address","","SelectAddress"
"Unnamed account","Konto bez nazwy","User.Accounts"
"Details","Szczegóły","User.Accounts"
"Rename","","User.Accounts"
"Transaction History","","User.Accounts"
"Create new account","Utwórz nowe konto","User.Accounts"
"Account Details","Szczegóły konta","User.Accounts.AccountDetails"
"Account name","Nazwa Konta","User.Accounts.AccountDetails"
"Unnamed","","User.Accounts.AccountDetails"
"Created at","Utworzono w","User.Accounts.AccountDetails"
"Last modified","Ostatnio zmodyfikowane","User.Accounts.AccountDetails"
"Token","","User.Accounts.AccountDetails"
"Data","","User.Accounts.AccountDetails"
"Total account balance","Całkowite saldo konta","User.Accounts.AccountDetails"
"Available balance","Dostępne saldo","User.Accounts.AccountDetails"
"Send %{token_name}","","User.Accounts.AccountDetails"
"Unclaimed balance","","User.Accounts.AccountDetails"
"Unconfirmed balance","Niepotwierdzone saldo","User.Accounts.AccountDetails"
"Stake balance","Saldo stake","User.Accounts.AccountDetails"
"Immature balance","Niedojrzałe saldo","User.Accounts.AccountDetails"
"Address","Adres","User.Accounts.AccountDetails"
"Adjust stake amount","Dostosuj saldo stake","User.Accounts.AccountDetails"
"Trust Account is empty.","Konto Trust jest puste.","User.Accounts.AccountDetails"
"Trust Account must mature for 72 hours before staking","Konto Trust musi być dojrzeć przez 72 godziny przed stake","User.Accounts.AccountDetails"
"Time","","User.Accounts.AccountHistory"
"Operation","","User.Accounts.AccountHistory"
"From","Od","User.Accounts.AccountHistory"
"staking","","User.Accounts.AccountHistory"
"mining","","User.Accounts.AccountHistory"
"To","Do","User.Accounts.AccountHistory"
"Change","Zmiana","User.Accounts.AccountHistory"
"Account History","","User.Accounts.AccountHistory"
"Loading account history","","User.Accounts.AccountHistory"
"Account balance","","User.Accounts.AccountHistory"
"Show %{tokenName}","","User.Accounts.AccountHistory"
"Total","","User.Accounts.AccountHistory"
"Available","","User.Accounts.AccountHistory"
"Unclaimed","","User.Accounts.AccountHistory"
"Unconfirmed","","User.Accounts.AccountHistory"
"Stake","Stawka","User.Accounts.AccountHistory"
"Name already in use","","RenameAccount"
"The name you entered is already in use. Please choose another name.","","RenameAccount"
"Fee","Opłata","RenameAccount"
"Account has been renamed to %{account_name}","","RenameAccount"
"Rename account","","RenameAccount"
"Error renaming account","","RenameAccount"
"Account name","Nazwa Konta","RenameAccount"
"Cancel","Cofnij","RenameAccount"
"Renaming","","RenameAccount"
"Rename","","RenameAccount"
"Unnamed asset","","User.Assets"
"You own %{percentage}% of this asset","","User.Assets"
"Create new asset","","User.Assets"
"You don't own any asset","","User.Assets"
"Asset Details","","AssetDetails"
"Edit asset","","AssetDetails"
"Name","Nazwa","AssetDetails"
"Address","Adres","AssetDetails"
"Owner","","AssetDetails"
"Ownership","","AssetDetails"
"Created at","Utworzono w","AssetDetails"
"Last modified","Ostatnio zmodyfikowane","AssetDetails"
"View history","","AssetDetails"
"Tokenize","","AssetDetails"
"Transfer ownership","","AssetDetails"
"Name","Nazwa","CreateAsset"
"Field name","","CreateAsset"
"Value","","CreateAsset"
"Field value","","CreateAsset"
"Mutable","","CreateAsset"
"Type","","CreateAsset"
"Max. length","","CreateAsset"
"Only applicable to mutable string fields","","CreateAsset"
"Unlimited","","CreateAsset"
"Remove field","","CreateAsset"
"Add field","","CreateAsset"
"Create a new asset","","CreateAsset"
"New asset has been created","","CreateAsset"
"Error creating asset","","CreateAsset"
"Asset name","","CreateAsset"
"A local Name object register will be created for this asset name","","CreateAsset"
"Asset name (optional)","","CreateAsset"
"Asset data","","CreateAsset"
"Estimated fee","","CreateAsset"
"Creating asset","","CreateAsset"
"Create asset","","CreateAsset"
"Asset History Event","","AssetHistoryDetails"
"Type","","AssetHistoryDetails"
"Time","","AssetHistoryDetails"
"Owner","","AssetHistoryDetails"
"Checksum","","AssetHistoryDetails"
"Name","Nazwa","AssetHistoryDetails"
"Address","Adres","AssetHistoryDetails"
"Time","","AssetHistory"
"Action","","AssetHistory"
"Register","","AssetHistory"
"Owner","","AssetHistory"
"Asset History","","AssetHistory"
"Loading asset history","","AssetHistory"
"Edit asset","","EditAsset"
"Asset has been updated","","EditAsset"
"Error updating asset","","EditAsset"
"Name","Nazwa","EditAsset"
"Address","Adres","EditAsset"
