Why you might want to enable lite mode,,LiteModeNotice
Nexus Core would take less resources (memory and storage) to run,,LiteModeNotice
Synchronization would be much faster,,LiteModeNotice
Why you might NOT want to enable lite mode,,LiteModeNotice
You would NOT be able to mine or stake,,LiteModeNotice
Legacy Mode would be disabled,,LiteModeNotice
Ignore,,LiteModeNotice
Enable lite mode,,LiteModeNotice
"Last updated
%{time}",,Overview
Getting next block...,次のブロックを取得する...,Overview
Block Weight,ブロック重量,Overview
Trust Weight,信頼の重み,Overview
Stake Weight,ステーク重量,Overview
Prime Difficulty,,Overview
Hash Difficulty,,Overview
Stake Difficulty,,Overview
Balance,バランス,Overview
Transactions,トランザクション,Overview
Market Price,市場価格,Overview
24hr Change,24時間の変更,Overview
Connections,接続,Overview
Stake Rate,金利,Overview
Block Count,ブロックカウント,Overview
The balance displayed might not be up-to-date since the wallet is not yet fully synchronized,,Overview
Staking and mining rewards that need to get past 120 block-old to become available,,Overview
Immature Balance,,Overview
Market Cap,時価総額,Overview
Available balance,,Overview
balance,,Overview
"This includes your pending balance, unconfirmed balance and immature balance",,Overview
Incoming balances,,Overview
NXS Amount,NXS 量,Send
Send all,,Send
Send NXS,送信 NXS,Send
Move NXS between accounts,アカウント間の移動,Send
You are not logged in,,Send
You need to log in to your wallet before sending transactions,,Send
Log in now,,Send
Move NXS,NXS を動かす,Send
From account,アカウントから,Send
Select an account,アカウントを選択,Send
To account,アカウントへ,Send
No accounts selected,,Send
Cannot move to the same account,,Send
Invalid amount,無効な金額,Send
Invalid address,無効なアドレス,Send
This is an address registered to this wallet.,,Send
NXS moved successfully,,Send
Error moving NXS,,Send
Wallet password,,Send
Enter your wallet password,,Send
Cancel,キャンセル,Send
Confirm,,Send
Send to,,Send
Recipient address,,Send
Your address book is empty,,Send
Create new contact,,Send
Remove recipient,,Send
Add recipient,,Send
Send transaction?,トランザクションを送信しますか？,Send
Send To multiple recipients,,Send
Send from,,Send
Message,メッセージ,Send
Enter your message,あなたのメッセージを入力してくださいr,Send
Send,送信,Send
There must be at least one recipient,,Send
Address is required,,Send
Transaction sent,トランザクション送信済み,Send
Error sending NXS,,Send
Reference,,Send
"An optional number which may be provided by the recipient to identify this transaction from the others, e.g. invoice number, order number, etc.",,Send
Reference number (optional),,Send
Expires in,,Send
"The amount of time since the transaction is created after which the transaction can no longer be credited by the recipient. By default, transactions will expire in 1 day (86400 seconds).",,Send
Days,,Send
Hours,,Send
Minutes,,Send
Seconds,,Send
Amount,,Send
Recipient Address/Name,,Send
Accounts,,Send
Unnamed account,,Send
Tokens,,Send
Unnamed token,,Send
Unnamed,,Send
Invalid name/address,,Send
Advanced options,,Send
Address/Name is required,,Send
Reference must be an unsigned integer,,Send
Number is too large,,Send
Unnamed,,PreviewTransaction
%{smart_count} day |||| %{smart_count} days,,PreviewTransaction
%{smart_count} hour |||| %{smart_count} hours,,PreviewTransaction
%{smart_count} minute |||| %{smart_count} minutes,,PreviewTransaction
%{smart_count} second |||| %{smart_count} seconds,,PreviewTransaction
Preview Transaction,,PreviewTransaction
You're sending,,PreviewTransaction
From,,PreviewTransaction
To,,PreviewTransaction
Amount,,PreviewTransaction
Reference,,PreviewTransaction
Expires,,PreviewTransaction
Send transaction,,PreviewTransaction
Select backup directory,,Settings.Application
Backup directory,,Settings.Application
Browse,,Settings.Application
Backup wallet,バックアップウォレット,Settings.Application
Wallet has been backed up,,Settings.Application
Connecting to Nexus Core,デーモンをロード中、しばらくお待ちください,Settings.Application
Turn module open source policy on?,,Settings.Application
"All modules without open source verifications, possibly including your own under-development modules, will become invalid. Wallet must be refreshed for the change to take effect.",,Settings.Application
Turn module open source policy off?,,Settings.Application
"This is only for module developers and can be dangerous for
              regular users. Please make sure you know what you are doing!",,Settings.Application
"It would be much easier for a closed source module to hide
              malicious code than for an open source one. Therefore, in case you
              still want to disable this setting, it is highly recommended that
              you only install and run closed source modules that you are
              developing yourself.",,Settings.Application
Turn policy off,,Settings.Application
Keep policy on,,Settings.Application
Are you sure you want to disable auto update?,,Settings.Application
Keeping your wallet up-to-date is important for your security and will ensure that you get the best possible user experience.,,Settings.Application
Keep auto update On,,Settings.Application
Turn auto update Off,,Settings.Application
Minimize on close,終了時に最小化,Settings.Application
Minimize the wallet when closing the window instead of closing it.,ウィンドウを閉じずに閉じるときにウォレットを最小化する,Settings.Application
Auto update (Recommended),,Settings.Application
Automatically check for new versions and notify if a new version is available.,,Settings.Application
Send anonymous usage data,匿名の使用データを送信する,Settings.Application
Send anonymous usage data to allow the Nexus developers to improve the wallet.,匿名の使用データを送信して、Nexus開発者がウォレットを改善できるようにする,Settings.Application
Base currency,,Settings.Application
Minimum confirmations,最低限の確認,Settings.Application
Minimum amount of confirmations before a block is accepted. Local only.,Blank,Settings.Application
Developer mode,開発者モード,Settings.Application
Development mode enables advanced features to aid in development. After enabling the wallet must be closed and reopened to enable those features.,開発モードでは、高度な機能を利用して開発を支援します。有効にしたら、ウォレットを閉じて再オープンして、それらの機能を有効にする必要があります,Settings.Application
Module open source policy,,Settings.Application
Only modules which have valid open source repositories are allowed to be installed and run. You can disable this option to test run the modules that you're developing,,Settings.Application
Allow SymLink,,Settings.Application
Allow the presence of SymLinks in the module directory,,Settings.Application
Fake Test Transactions,,Settings.Application
Display Test Transactions on the Transactions page,,Settings.Application
Language,言語,Settings.Application
Exit remote Core mode?,,Settings.Core
(This will restart your Core),,Settings.Core
Enter remote Core mode?,,Settings.Core
Reload transaction history,,Settings.Core
Clear peer connections,,Settings.Core
Resync database,,Settings.Core
Nexus Core will be restarted. Lite mode database will be deleted and resynchronized from the beginning.,,Settings.Core
Embedded Core,,Settings.Core
Remote Core,,Settings.Core
Lite mode,,Settings.Core
"Nexus Core under lite mode runs lighter and synchronize much faster, but you will <b>NOT</b> be able to stake, mine, or switch the wallet to Legacy Mode.",,Settings.Core
Multi-user,,Settings.Core
Allow multiple logged in users at the same time. Mining and staking will be unavailable.,,Settings.Core
Enable staking,ステイキングを有効にする,Settings.Core
Enable/Disable staking on the wallet.,ウォレットにステイキングを有効/無効にする,Settings.Core
Pooled staking,,Settings.Core
"Pooled staking is a decentralized and trust-less mechanism allowing you to use the balances of others to increase your chances of finding a stake block. All participants receive their staking rewards and build trust, regardless of which user mines the block. A small portion of each reward is paid to the block finder by all pool participants.",,Settings.Core
Enable mining,マイニングを有効にする,Settings.Core
Enable/Disable mining to the wallet.,ウォレットへのマイニングを有効または無効にする,Settings.Core
Mining IP Whitelist,,Settings.Core
IP/Ports allowed to mine to. Separate by <b>;</b> . Wildcards supported only in IP,,Settings.Core
Verbose level,冗長レベル,Settings.Core
Verbose level for logs.,ログの冗長レベル,Settings.Core
Core Data Directory,,Settings.Core
Where the blockchain data and your legacy wallet.dat are stored,,Settings.Core
Testnet Iteration,,Settings.Core
The iteration of Testnet to connect to.,,Settings.Core
Turn Off,,Settings.Core
Avatar Mode,,Settings.Core
Disabling Avatar will make the core use a separate change key,,Settings.Core
Rescan wallet,,Settings.Core
"Used to correct transaction/balance issues, scans over every block in the database. Could take up to 10 minutes.",,Settings.Core
Restart Nexus core with -walletclean parameter to clean out and reload all transaction history,,Settings.Core
Reload,,Settings.Core
Clear all stored peer connections and restart Nexus,,Settings.Core
Clear,,Settings.Core
Delete lite mode database and resynchronize from the beginning,,Settings.Core
Resynchronize,,Settings.Core
IP address,IPアドレス,Settings.Core
Remote Core IP address,,Settings.Core
API SSL,,Settings.Core
Use SSL for API calls,,Settings.Core
API Port,,Settings.Core
Nexus API server Port,,Settings.Core
API SSL Port,,Settings.Core
Nexus API server SSL Port,,Settings.Core
API Username,,Settings.Core
Nexus API server Username,,Settings.Core
API Password,,Settings.Core
Nexus API server Password,,Settings.Core
RPC SSL,,Settings.Core
Use SSL for RPC calls,,Settings.Core
RPC Port,,Settings.Core
Nexus RPC server Port,,Settings.Core
RPC SSL Port,,Settings.Core
Nexus RPC server SSL Port,,Settings.Core
RPC Username,,Settings.Core
Nexus RPC server Username,,Settings.Core
RPC Password,,Settings.Core
Nexus RPC server Password,,Settings.Core
Log out on close,,Settings.Core
Log out of all users before closing the wallet,,Settings.Core
Restart Core for these changes to take effect,,Settings.Core
Save settings,,Settings.Core
Verbose level is required,,Settings.Core
Remote Core IP is required,,Settings.Core
RPC port is required,,Settings.Core
RPC username is required,,Settings.Core
RPC password is required,,Settings.Core
API port is required,,Settings.Core
API username is required,,Settings.Core
API password is required,,Settings.Core
Core settings saved,コア設定の保存,Settings.Core
Restarting Core...,,Settings.Core
Error rescanning,,Settings.Core
Rescanned successfully,,Settings.Core
Rescanning...,,Settings.Core
Settings,設定,Settings
Application,応用,Settings
Core,コア,Settings
Security,セキュリティ,Settings
Style,スタイル,Settings
Modules,,Settings
Select development module directory,,Settings.Modules
Your module is still in development? <link>Add a development module</link>,,Settings.Modules
Select module archive file,,Settings.Modules
Select module directory,,Settings.Modules
Add Module,,Settings.Modules
Checking module,,Settings.Modules
Drop here to install,,Settings.Modules
Select module's <file>archive file</file> or <dir>directory</dir>,,Settings.Modules
or drag and drop it here,,Settings.Modules
Failed to load %{moduleName},,Settings.Modules
Disable %{moduleName}?,,Settings.Modules
Wallet will be automatically refreshed for the change to take effect,,Settings.Modules
Enable %{moduleName}?,,Settings.Modules
This module was built for an incompatible wallet version,,Settings.Modules
Module is not open source,,Settings.Modules
The provided repository is not verified to be the real source code of this module,,Settings.Modules
%{version} update available,,Settings.Modules
development,,Settings.Modules
Failed to load module,,Settings.Modules
Overwrite module?,,Settings.Modules
A module with the same directory name already exists,,Settings.Modules
Module has been successfully installed,,Settings.Modules
The wallet will now be refreshed for the new module to take effect,,Settings.Modules
Error copying module files,,Settings.Modules
Cannot find module,,Settings.Modules
Unsupported file type,,Settings.Modules
Cannot install from this location,,Settings.Modules
An unknown error occurred,,Settings.Modules
Directory has already been added,,Settings.Modules
Failed to load development module,,Settings.Modules
A module with the same name already exists,,Settings.Modules
Development module has been added,,Settings.Modules
Are you sure you want to log out?,,Settings.Security
Error logging out,,Settings.Security
Change password,パスワードを変更する,Settings.Security
Previous password,以前のパスワード,Settings.Security
Password,パスワード,Settings.Security
New password,新しいパスワード,Settings.Security
Re-enter password:,パスワード再入力:,Settings.Security
Confirm password,パスワードを認証する,Settings.Security
Log out,,Settings.Security
Password is required,パスワードが必要です,Settings.Security
Password cannot contain these characters:,,Settings.Security
Password must be at least 8 characters,,Settings.Security
Password cannot start or end with spaces,,Settings.Security
Passwords do not match,パスワードが一致していません,Settings.Security
Password has been changed.,パスワードが変更されました,Settings.Security
Error changing password,,Settings.Security
Encrypt wallet,ウォレットを暗号化する,Settings.Security
Re-enter password,パスワード再入力,Settings.Security
Encrypt and restart,暗号化と再起動,Settings.Security
Wallet has been encrypted.,ウォレットは暗号化されています,Settings.Security
Error encrypting wallet,,Settings.Security
Import private key,秘密鍵をインポートする,Settings.Security
Account name,アカウント名,Settings.Security
Private key,秘密鍵,Settings.Security
Import,,Settings.Security
Account name is required,,Settings.Security
Private key is required,,Settings.Security
Private key imported. Rescanning now,,Settings.Security
Rescanning...,,Settings.Security
Rescanning done,,Settings.Security
Error rescanning,,Settings.Security
An unknown error occurred,,Settings.Security
Error importing private key,,Settings.Security
Login until date,,Settings.Security
Login until time,,Settings.Security
Your wallet password,,Settings.Security
Login for staking & mining only,,Settings.Security
Set timeout for login,,Settings.Security
Date is required,,Settings.Security
Time is required,,Settings.Security
Time must be at least one hour in the future,,Settings.Security
Logged in successfully,,Settings.Security
Error logging in,,Settings.Security
Copied to clipboard,真似る,Settings.Security
View private key for address,アドレスの秘密鍵を表示する,Settings.Security
Address,住所,Settings.Security
Enter address here,ここに住所を入力してください,Settings.Security
View private key,秘密鍵を表示する,Settings.Security
Private key will be displayed here,秘密鍵がここに表示されます,Settings.Security
Copy,コピー,Settings.Security
Address cannot be empty,,Settings.Security
Error getting private key,,Settings.Security
Twinkling stars,,Settings.Style
Cosmic light,,Settings.Style
Custom wallpaper,,Settings.Style
Select a custom wallpaper,,Settings.Style
Color scheme has been reset to default,,Settings.Style
Invalid file format! Custom theme file must be in JSON,,Settings.Style
Select custom theme file,,Settings.Style
Theme exported,,Settings.Style
Theme has been reset to default,,Settings.Style
Render globe,レンダリンググローブ,Settings.Style
Render the globe on the Overview page.,概要ページで地球儀をレンダリングする,Settings.Style
Your computer does not support OPENGL 2.0,,Settings.Style
Overview Display,,Settings.Style
Nexus Addresses format,,Settings.Style
Choose your Nexus Address display preference,,Settings.Style
Sample Address,,Settings.Style
Theme,,Settings.Style
Select Wallet Theme,,Settings.Style
Background,,Settings.Style
Customize your background wallpaper,,Settings.Style
Color scheme,,Settings.Style
Background Color,パネルの背景色,Settings.Style
Foreground Color,テキストの色,Settings.Style
Primary Color,,Settings.Style
Primary Color Accent,,Settings.Style
Danger Color,,Settings.Style
Danger Color Accent,,Settings.Style
Globe Color,グローブの色,Settings.Style
Globe Pillar Color,グローブピラーの色,Settings.Style
Globe Arch Color,グローアーチカラー,Settings.Style
Import custom theme,,Settings.Style
Export custom theme,,Settings.Style
Dark,,Settings.Style
Light,,Settings.Style
Custom,,Settings.Style
Reset,,Settings.Style
Console,コンソール,Console
Core output,コア出力,Console
CLI syntax,,Console.NexusAPI
URL syntax,,Console.NexusAPI
Execute,実行する,Console.NexusAPI
API Documentation,,Console.NexusAPI
Clear,,Console.NexusAPI
"Enter console commands here (ex: getinfo, help)",ここにコンソールコマンドを入力してください（例：getinfo、help）,Console.Console
Execute,実行する,Console.Console
Clear console,クリアコンソール,Console.Console
Core is in Manual Mode,,Console.CoreOutput
Pending,,Transactions
All,すべて,Transactions
Receive,受信,Transactions
Sent,送信済み,Transactions
Stake,,Transactions
Generate,,Transactions
Immature,,Transactions
Orphan,,Transactions
Genesis,創世記,Transactions
Past Year,過去の年,Transactions
Past Month,先月,Transactions
Past Week,この1週間,Transactions
Search address,,Transactions
Search for Address,,Transactions
Category,,Transactions
Min amount,最小金額,Transactions
Time span,期間,Transactions
Time,,Transactions
CATEGORY,カテゴリー,Transactions
AMOUNT,量,Transactions
ACCOUNT,アカウント,Transactions
ADDRESS,住所,Transactions
Transaction details,取引の詳細,Transactions
Show transactions chart,,Transactions
Download transactions history,,Transactions
Loading transactions,,Transactions
All Accounts,すべてのアカウント,Transactions
Send,送信,Transactions
Trust,信頼,Transactions
Unknown,,Transactions
Legacy transaction,,Transactions
Coinbase transaction,,Transactions
View contract details,,Transactions
View transaction details,,Transactions
Address,住所,Transactions
Account/token address,,Transactions
Name,名,Transactions
Operation,,Transactions
Transactions,トランザクション,Transactions
Loading transactions...,,Transactions
NXS balances,,Transactions
Previous,前,Transactions
Page <page></page> of %{total},,Transactions
Next,次,Transactions
Transactions Details,,Transactions.TransactionDetails
Time,,Transactions.TransactionDetails
Category,,Transactions.TransactionDetails
Amount,量,Transactions.TransactionDetails
Fee,費用,Transactions.TransactionDetails
Account,アカウント,Transactions.TransactionDetails
Address,住所,Transactions.TransactionDetails
Confirmations,確認,Transactions.TransactionDetails
Pending,,Transactions.TransactionDetails
Transaction ID,,Transactions.TransactionDetails
Block hash,,Transactions.TransactionDetails
Loading transaction details...,,Transactions.TransactionDetails
Transactions chart,,Transactions.TransactionsChart
Amount,量,Transactions.TransactionsChart
Time,,Transactions.TransactionsChart
Total,,Transactions.Balances
Available,,Transactions.Balances
The current balance across all NXS accounts that is available to be spent,,Transactions.Balances
Pending,,Transactions.Balances
The sum of all debit and coinbase transactions made to your NXS accounts that are confirmed but have not yet been credited. This does NOT include immature and unconfirmed amounts,,Transactions.Balances
Unconfirmed,,Transactions.Balances
"The sum of all debit transactions made to your NXS accounts that are not confirmed, or credits you have made to your accounts that are not yet confirmed (not yet included in a block)",,Transactions.Balances
Stake,,Transactions.Balances
The amount of NXS currently staked in the trust account,,Transactions.Balances
Immature,,Transactions.Balances
The sum of all coinbase transactions that have not yet reached maturity,,Transactions.Balances
Unnamed account,,User.Accounts
Rename,,User.Accounts
Details,,User.Accounts
History,,User.Accounts
<b>%{account_name}</b> account address,,User.Accounts
Unnamed,,User.Accounts
Create new account,,User.Accounts
Account Details,,User.Accounts.AccountDetails
Account name,アカウント名,User.Accounts.AccountDetails
Unnamed,,User.Accounts.AccountDetails
Created at,,User.Accounts.AccountDetails
Last modified,,User.Accounts.AccountDetails
Token name,,User.Accounts.AccountDetails
Data,,User.Accounts.AccountDetails
Total account balance,,User.Accounts.AccountDetails
Available balance,,User.Accounts.AccountDetails
Send %{token_name},,User.Accounts.AccountDetails
Pending balance,,User.Accounts.AccountDetails
Unconfirmed balance,,User.Accounts.AccountDetails
Stake balance,,User.Accounts.AccountDetails
Immature balance,,User.Accounts.AccountDetails
Address,住所,User.Accounts.AccountDetails
Trust Account is empty.,,User.Accounts.AccountDetails
Trust Account must mature for 72 hours before staking,,User.Accounts.AccountDetails
Adjust stake amount,,User.Accounts.AccountDetails
Time,,User.Accounts.AccountHistory
Operation,,User.Accounts.AccountHistory
From,,User.Accounts.AccountHistory
staking,,User.Accounts.AccountHistory
mining,,User.Accounts.AccountHistory
To,,User.Accounts.AccountHistory
Change,,User.Accounts.AccountHistory
Account History,,User.Accounts.AccountHistory
Loading account history,,User.Accounts.AccountHistory
Account balance,,User.Accounts.AccountHistory
Show %{tokenName},,User.Accounts.AccountHistory
Total,,User.Accounts.AccountHistory
Available,,User.Accounts.AccountHistory
Pending,,User.Accounts.AccountHistory
Unconfirmed,,User.Accounts.AccountHistory
Stake,,User.Accounts.AccountHistory
Rename account,,RenameAccount
Account name,,RenameAccount
Account renaming fee,,RenameAccount
Cancel,,RenameAccount
Renaming,,RenameAccount
Rename,,RenameAccount
Account name is required,,RenameAccount
Name already in use,,RenameAccount
The name you entered is already in use. Please choose another name.,,RenameAccount
Insuffient balance,,RenameAccount
Your default account balance is not enough to pay the fee.,,RenameAccount
Account has been renamed to %{account_name},,RenameAccount
Error renaming account,,RenameAccount
Unnamed asset,,User.Assets
You own %{percentage}% of this asset,,User.Assets
Create new asset,,User.Assets
You don't own any asset,,User.Assets
Asset Details,,AssetDetails
Edit asset,,AssetDetails
Name,,AssetDetails
Address,,AssetDetails
Owner,,AssetDetails
Ownership,,AssetDetails
Created at,,AssetDetails
Last modified,,AssetDetails
View history,,AssetDetails
Tokenize,,AssetDetails
Transfer ownership,,AssetDetails
Name,,CreateAsset
Field name,,CreateAsset
Value,,CreateAsset
Field value,,CreateAsset
Mutable,,CreateAsset
Type,,CreateAsset
Max. length,,CreateAsset
Only applicable to mutable string fields,,CreateAsset
Unlimited,,CreateAsset
Remove field,,CreateAsset
Asset name,,CreateAsset
A local Name object register will be created for this asset name,,CreateAsset
Asset name (optional),,CreateAsset
Asset data,,CreateAsset
Add field,,CreateAsset
Estimated fee,,CreateAsset
Creating asset,,CreateAsset
Create asset,,CreateAsset
Field name is required,,CreateAsset
New asset has been created,,CreateAsset
Error creating asset,,CreateAsset
Create a new asset,,CreateAsset
Asset History Event,,AssetHistoryDetails
Type,,AssetHistoryDetails
Time,,AssetHistoryDetails
Owner,,AssetHistoryDetails
Checksum,,AssetHistoryDetails
Name,,AssetHistoryDetails
Address,,AssetHistoryDetails
Time,,AssetHistory
Type,,AssetHistory
Owner,,AssetHistory
Asset History,,AssetHistory
Loading asset history,,AssetHistory
Name,,EditAsset
Address,,EditAsset
Updating asset,,EditAsset
Update asset,,EditAsset
Asset has been updated,,EditAsset
Error updating asset,,EditAsset
Edit asset,,EditAsset
Asset name,,TokenizeAsset
Asset address,,TokenizeAsset
Token,,TokenizeAsset
Token address,,TokenizeAsset
Tokenizing asset,,TokenizeAsset
Tokenize asset,,TokenizeAsset
Token is required,,TokenizeAsset
Asset has been tokenized,,TokenizeAsset
Error tokenizing asset,,TokenizeAsset
Asset name,,TransferAsset
Asset address,,TransferAsset
Transfer to,,TransferAsset
Recipient username or user ID,,TransferAsset
Transferring asset,,TransferAsset
Transfer asset,,TransferAsset
Recipient is required,,TransferAsset
Asset has been transferred,,TransferAsset
Error transferring asset,,TransferAsset
User,,User
User ID,,User
Accounts,,User
Staking,,User
Tokens,,User
Names,,User
Namespaces,,User
Assets,,User
Change password & PIN,,User
Change recovery phrase,,User
Set recovery phrase,,User
Name,,ChangeRegisterAddress
Register address,,ChangeRegisterAddress
Register address that this name points to,,ChangeRegisterAddress
Name update fee,,ChangeRegisterAddress
Updating name,,ChangeRegisterAddress
Update name,,ChangeRegisterAddress
Name has been updated,,ChangeRegisterAddress
Error updating name,,ChangeRegisterAddress
Change register address,,ChangeRegisterAddress
Local,,CreateName
Namespaced,,CreateName
Global,,CreateName
Namespace,,CreateName
A namespace you own,,CreateName
Name,,CreateName
name,,CreateName
namespace,,CreateName
Register address,,CreateName
Register address that this name points to,,CreateName
Name creation fee,,CreateName
Creating name,,CreateName
Create name,,CreateName
Name is required,,CreateName
Name cannot start with a colon character,,CreateName
Namespace is required,,CreateName
New name has been created,,CreateName
Error creating name,,CreateName
Create a new name,,CreateName
View name details,,User.Names
Change register address,,User.Names
Transfer name,,User.Names
Unused,,User.Names
Global,,User.Names
Namespaced,,User.Names
Local,,User.Names
Create new name,,User.Names
Show unused names,,User.Names
You don't own any name,,User.Names
Name Details,,NameDetails
Change register address,,NameDetails
Name,,NameDetails
Type,,NameDetails
Global,,NameDetails
Namespaced,,NameDetails
Local,,NameDetails
Namespace,,NameDetails
Address,,NameDetails
Points to,,NameDetails
Created at,,NameDetails
Last modified,,NameDetails
View history,,NameDetails
Transfer ownership,,NameDetails
Name History Event,,NameHistoryDetails
Type,,NameHistoryDetails
Time,,NameHistoryDetails
Owner,,NameHistoryDetails
Checksum,,NameHistoryDetails
Name,,NameHistoryDetails
Namespace,,NameHistoryDetails
Address,,NameHistoryDetails
Points to,,NameHistoryDetails
Time,,NameHistory
Type,,NameHistory
Owner,,NameHistory
Name History,,NameHistory
Loading name history,,NameHistory
Name,,TransferName
Transfer to,,TransferName
Recipient username or user ID,,TransferName
Transferring name,,TransferName
Transfer name,,TransferName
Recipient is required,,TransferName
Name has been transferred,,TransferName
Error transferring name,,TransferName
Name,,CreateNamespace
Namespace name,,CreateNamespace
Namespace creation fee,,CreateNamespace
Creating namespace,,CreateNamespace
Create namespace,,CreateNamespace
Name is required,,CreateNamespace
"Namespace names can only contain lowercase letters, numbers, and periods (.)",,CreateNamespace
New namespace has been created,,CreateNamespace
Error creating namespace,,CreateNamespace
Create a new namespace,,CreateNamespace
View name details,,User.Namespaces
Transfer namespace,,User.Namespaces
Create new namespace,,User.Namespaces
You don't own any namespace,,User.Namespaces
Namespace Details,,NamespaceDetails
Name,,NamespaceDetails
Address,,NamespaceDetails
Created at,,NamespaceDetails
Last modified,,NamespaceDetails
View history,,NamespaceDetails
Transfer ownership,,NamespaceDetails
Namespace History Event,,NamespaceHistoryDetails
Type,,NamespaceHistoryDetails
Time,,NamespaceHistoryDetails
Owner,,NamespaceHistoryDetails
Checksum,,NamespaceHistoryDetails
Name,,NamespaceHistoryDetails
Address,,NamespaceHistoryDetails
Time,,NamespaceHistory
Type,,NamespaceHistory
Owner,,NamespaceHistory
Namespace History,,NamespaceHistory
Loading namespace history,,NamespaceHistory
Namespace,,TransferNamespace
Transfer to,,TransferNamespace
Recipient username or user ID,,TransferNamespace
Transferring namespace,,TransferNamespace
Transfer namespace,,TransferNamespace
Destination is required,,TransferNamespace
Namespace has been transferred,,TransferNamespace
Error transferring namespace,,TransferNamespace
The current NXS balance of the trust account that is not staked. You can spend this amount without affecting your Trust Score,,User.Staking
"Balance that will be staked after the 72 holding period, any change to this balance will reset the hold timer",,User.Staking
Restart Core?,,User.Staking
Nexus Core needs to restart for this change to take effect,,User.Staking
Disable staking,,User.Staking
Enable staking,ステイキングを有効にする,User.Staking
Cancel,キャンセル,User.Staking
Status,,User.Staking
Staking,,User.Staking
pooled,,User.Staking
Not staking,,User.Staking
Stake amount,,User.Staking
The amount of NXS currently staked in the trust account,,User.Staking
Pending change,,User.Staking
The pending stake amount change that will be applied on the next Trust transaction,,User.Staking
Requested at,,User.Staking
Expired in,,User.Staking
